new_index,original_index,Contract Area,Number Of Trees,Scientific Name,Common Name,Height In Metres,Spread In Metres,Diameter In Centimetres At Breast Height,Maturity,Longitude,Latitude,Location,image_path
2205,7732,Highways,1,Prunus cerasifera 'Pissardii',Plum,8,5,26,Semi-mature,-0.146099,51.546283,"(51.546283, -0.146099)",/content/drive/MyDrive/data/sample_image/2347.png
2206,7786,Housing,1,Prunus cerasifera 'Pissardii',Plum,7,5,25,Semi-mature,-0.191993,51.555757,"(51.555757, -0.191993)",/content/drive/MyDrive/data/sample_image/2348.png
2207,7886,Housing,1,Prunus cerasifera 'Pissardii',Plum,1,1,8,Mature,-0.147429,51.565817,"(51.565817, -0.147429)",/content/drive/MyDrive/data/sample_image/2349.png
2208,7952,Housing,1,Prunus cerasifera 'Pissardii',Plum,6,3,24,Mature,-0.138013,51.537823,"(51.537823, -0.138013)",/content/drive/MyDrive/data/sample_image/2350.png
2209,8110,Housing,1,Prunus cerasifera 'Pissardii',Plum,5,3,17,Semi-mature,-0.147795,51.565369,"(51.565369, -0.147795)",/content/drive/MyDrive/data/sample_image/2351.png
2210,8165,Housing,1,Prunus cerasifera 'Pissardii',Plum,10,8,34,Mature,-0.208407,51.558491,"(51.558491, -0.208407)",/content/drive/MyDrive/data/sample_image/2352.png
2211,8745,Highways,1,Prunus cerasifera 'Pissardii',Plum,8,4,22,Mature,-0.154934,51.554857,"(51.554857, -0.154934)",/content/drive/MyDrive/data/sample_image/2353.png
2212,9212,Housing,1,Prunus cerasifera 'Pissardii',Plum,8,3,22,Semi-mature,-0.185676,51.558662,"(51.558662, -0.185676)",/content/drive/MyDrive/data/sample_image/2354.png
2213,9397,Housing,1,Prunus cerasifera 'Pissardii',Plum,7,5,18,Mature,-0.13805,51.537816,"(51.537816, -0.13805)",/content/drive/MyDrive/data/sample_image/2355.png
2214,9497,Highways,1,Prunus cerasifera 'Pissardii',Plum,6,3,20,Semi-mature,-0.154855,51.547299,"(51.547299, -0.154855)",/content/drive/MyDrive/data/sample_image/2356.png
2215,9704,Parks,1,Prunus cerasifera 'Pissardii',Plum,9,4,47,Late mature,-0.142345,51.567964,"(51.567964, -0.142345)",/content/drive/MyDrive/data/sample_image/2357.png
2216,9733,Housing,1,Prunus cerasifera 'Pissardii',Plum,6,4,14,Semi-mature,-0.208567,51.558658,"(51.558658, -0.208567)",/content/drive/MyDrive/data/sample_image/2358.png
2217,9789,Housing,1,Prunus cerasifera 'Pissardii',Plum,8,9,37,Mature,-0.183151,51.538753,"(51.538753, -0.183151)",/content/drive/MyDrive/data/sample_image/2360.png
2218,9824,Highways,1,Prunus cerasifera 'Pissardii',Plum,9,7,40,Mature,-0.194679,51.549167,"(51.549167, -0.194679)",/content/drive/MyDrive/data/sample_image/2361.png
2219,10310,Highways,1,Prunus cerasifera 'Pissardii',Plum,7,4,36,Mature,-0.147233,51.559233,"(51.559233, -0.147233)",/content/drive/MyDrive/data/sample_image/2362.png
2220,10395,Housing,1,Prunus cerasifera 'Pissardii',Plum,6,4,15,Semi-mature,-0.191668,51.555285,"(51.555285, -0.191668)",/content/drive/MyDrive/data/sample_image/2363.png
2221,10426,Housing,1,Prunus cerasifera 'Pissardii',Plum,6,3,16,Semi-mature,-0.150232,51.56134,"(51.56134, -0.150232)",/content/drive/MyDrive/data/sample_image/2364.png
2222,10695,Highways,1,Prunus cerasifera 'Pissardii',Plum,7,4,29,Semi-mature,-0.150765,51.547796,"(51.547796, -0.150765)",/content/drive/MyDrive/data/sample_image/2365.png
2223,10737,Highways,1,Prunus cerasifera 'Pissardii',Plum,8,6,27,Mature,-0.211171,51.555557,"(51.555557, -0.211171)",/content/drive/MyDrive/data/sample_image/2367.png
2224,11062,Housing,1,Prunus cerasifera 'Pissardii',Plum,7,5,33,Mature,-0.177096,51.542537,"(51.542537, -0.177096)",/content/drive/MyDrive/data/sample_image/2368.png
2225,11248,Highways,1,Prunus cerasifera 'Pissardii',Plum,8,5,24,Mature,-0.192959,51.543915,"(51.543915, -0.192959)",/content/drive/MyDrive/data/sample_image/2369.png
2226,11332,Parks,1,Prunus cerasifera 'Pissardii',Plum,7,9,37,Mature,-0.19779,51.543279,"(51.543279, -0.19779)",/content/drive/MyDrive/data/sample_image/2370.png
2227,11422,Housing,1,Prunus cerasifera 'Pissardii',Plum,6.5,5,15,Mature,-0.137364,51.536736,"(51.536736, -0.137364)",/content/drive/MyDrive/data/sample_image/2372.png
2228,11452,Housing,1,Prunus cerasifera 'Pissardii',Plum,6,5,23,Mature,-0.139512,51.537672,"(51.537672, -0.139512)",/content/drive/MyDrive/data/sample_image/2373.png
2229,11683,Parks,1,Prunus cerasifera 'Pissardii',Plum,7,6,29,Semi-mature,-0.145786,51.56945,"(51.56945, -0.145786)",/content/drive/MyDrive/data/sample_image/2374.png
2230,12593,Highways,1,Prunus cerasifera 'Pissardii',Plum,6,5,25,Mature,-0.154263,51.544528,"(51.544528, -0.154263)",/content/drive/MyDrive/data/sample_image/2375.png
2231,12877,Housing,1,Prunus cerasifera 'Pissardii',Plum,5,3,13,Semi-mature,-0.147699,51.544324,"(51.544324, -0.147699)",/content/drive/MyDrive/data/sample_image/2376.png
2232,12992,Highways,1,Prunus cerasifera 'Pissardii',Plum,9,4,49,Mature,-0.174519,51.55703,"(51.55703, -0.174519)",/content/drive/MyDrive/data/sample_image/2377.png
2233,21953,Highways,1,Prunus cerasifera 'Pissardii',Plum,5,4,25,Semi-mature,-0.207778,51.552361,"(51.552361, -0.207778)",/content/drive/MyDrive/data/sample_image/2379.png
2234,22125,Highways,1,Prunus cerasifera 'Pissardii',Plum,10,7,35,Mature,-0.121801,51.529713,"(51.529713, -0.121801)",/content/drive/MyDrive/data/sample_image/2380.png
2235,22142,Highways,1,Prunus cerasifera 'Pissardii',Plum,6,4,23,Semi-mature,-0.194428,51.549335,"(51.549335, -0.194428)",/content/drive/MyDrive/data/sample_image/2381.png
2236,22149,Highways,1,Prunus cerasifera 'Pissardii',Plum,6,6,20,Semi-mature,-0.201082,51.547605,"(51.547605, -0.201082)",/content/drive/MyDrive/data/sample_image/2382.png
2237,22173,Highways,1,Prunus cerasifera 'Pissardii',Plum,8,6,33,Semi-mature,-0.209252,51.553703,"(51.553703, -0.209252)",/content/drive/MyDrive/data/sample_image/2383.png
2238,22277,Housing,1,Prunus cerasifera 'Pissardii',Plum,7,5,22,Mature,-0.138022,51.537813,"(51.537813, -0.138022)",/content/drive/MyDrive/data/sample_image/2384.png
2239,22279,Parks,1,Prunus cerasifera 'Pissardii',Plum,6,7,41,Mature,-0.132519,51.544543,"(51.544543, -0.132519)",/content/drive/MyDrive/data/sample_image/2385.png
2240,22340,Housing,1,Prunus cerasifera 'Pissardii',Plum,5,4,14,Semi-mature,-0.150204,51.561358,"(51.561358, -0.150204)",/content/drive/MyDrive/data/sample_image/2386.png
2241,22484,Highways,1,Prunus cerasifera 'Pissardii',Plum,7,4,29,Mature,-0.154794,51.554653,"(51.554653, -0.154794)",/content/drive/MyDrive/data/sample_image/2387.png
2242,22557,Highways,1,Prunus cerasifera 'Pissardii',Plum,7,5,48,Mature,-0.150262,51.547908,"(51.547908, -0.150262)",/content/drive/MyDrive/data/sample_image/2388.png
2243,22662,Housing,1,Prunus cerasifera 'Pissardii',Plum,5,4,18,Semi-mature,-0.149958,51.561051,"(51.561051, -0.149958)",/content/drive/MyDrive/data/sample_image/2389.png
2244,23033,Housing,1,Prunus cerasifera 'Pissardii',Plum,11,5,24,Mature,-0.192466,51.538216,"(51.538216, -0.192466)",/content/drive/MyDrive/data/sample_image/2390.png
2245,23054,Highways,1,Prunus cerasifera 'Pissardii',Plum,7,4,32,Semi-mature,-0.15056,51.547798,"(51.547798, -0.15056)",/content/drive/MyDrive/data/sample_image/2391.png
2246,23156,Highways,1,Prunus cerasifera 'Pissardii',Plum,6,3,18,Semi-mature,-0.143291,51.53298,"(51.53298, -0.143291)",/content/drive/MyDrive/data/sample_image/2393.png
2247,23216,Highways,1,Prunus cerasifera 'Pissardii',Plum,4,3,16,Semi-mature,-0.145346,51.539938,"(51.539938, -0.145346)",/content/drive/MyDrive/data/sample_image/2394.png
2248,23260,Housing,1,Prunus cerasifera 'Pissardii',Plum,7,5,22,Semi-mature,-0.145562,51.554959,"(51.554959, -0.145562)",/content/drive/MyDrive/data/sample_image/2395.png
2249,23384,Highways,1,Prunus cerasifera 'Pissardii',Plum,7,5,24,Semi-mature,-0.193953,51.549689,"(51.549689, -0.193953)",/content/drive/MyDrive/data/sample_image/2396.png
2250,23550,Housing,1,Prunus cerasifera 'Pissardii',Plum,7,6,28,Mature,-0.1927,51.538391,"(51.538391, -0.1927)",/content/drive/MyDrive/data/sample_image/2397.png
2251,23590,Highways,1,Prunus cerasifera 'Pissardii',Plum,7,6,23,Semi-mature,-0.197476,51.558039,"(51.558039, -0.197476)",/content/drive/MyDrive/data/sample_image/2398.png
2252,23823,Housing,1,Prunus cerasifera 'Pissardii',Plum,5,5,16,Semi-mature,-0.146405,51.555153,"(51.555153, -0.146405)",/content/drive/MyDrive/data/sample_image/2399.png
2253,23885,Housing,1,Prunus cerasifera 'Pissardii',Plum,11,8,39,Mature,-0.148731,51.565826,"(51.565826, -0.148731)",/content/drive/MyDrive/data/sample_image/2400.png
2254,23957,Highways,1,Prunus cerasifera 'Pissardii',Plum,6,5,19,Semi-mature,-0.198761,51.548032,"(51.548032, -0.198761)",/content/drive/MyDrive/data/sample_image/2401.png
2255,23988,Housing,1,Prunus cerasifera 'Pissardii',Plum,3.5,2,10,Young,-0.200014,51.548395,"(51.548395, -0.200014)",/content/drive/MyDrive/data/sample_image/2402.png
2256,23992,Highways,1,Prunus cerasifera 'Pissardii',Plum,5,5,18,Semi-mature,-0.193234,51.550028,"(51.550028, -0.193234)",/content/drive/MyDrive/data/sample_image/2403.png
2257,24197,Highways,1,Prunus cerasifera 'Pissardii',Plum,6,6,19,Semi-mature,-0.198154,51.542367,"(51.542367, -0.198154)",/content/drive/MyDrive/data/sample_image/2404.png
108,21552,Housing,1,Prunus kanzan,Cherry - Double pint,4,2,8,Young,-0.161607,51.550001,"(51.550001, -0.161607)",/content/drive/MyDrive/data/sample_image/108.png
271,15005,Housing,1,Prunus kanzan,Cherry - Double pint,3,2,8,Young,-0.140769,51.557941,"(51.557941, -0.140769)",/content/drive/MyDrive/data/sample_image/271.png
274,15312,Housing,1,Prunus kanzan,Cherry - Double pint,6,8,35,Mature,-0.192119,51.555018,"(51.555018, -0.192119)",/content/drive/MyDrive/data/sample_image/274.png
333,3819,Housing,1,Prunus kanzan,Cherry - Double pint,3,4,12,Semi-mature,-0.14912,51.549695,"(51.549695, -0.14912)",/content/drive/MyDrive/data/sample_image/333.png
336,14801,Housing,1,Prunus kanzan,Cherry - Double pint,8,8,36,Mature,-0.140468,51.530009,"(51.530009, -0.140468)",/content/drive/MyDrive/data/sample_image/336.png
344,1637,Highways,1,Prunus kanzan,Cherry - Double pint,6,5,20,Semi-mature,-0.128037,51.547285,"(51.547285, -0.128037)",/content/drive/MyDrive/data/sample_image/344.png
528,13077,Highways,1,Prunus kanzan,Cherry - Double pint,6,4,13,Semi-mature,-0.179781,51.558089,"(51.558089, -0.179781)",/content/drive/MyDrive/data/sample_image/528.png
543,2725,Highways,1,Prunus kanzan,Cherry - Double pint,5,4,29,Semi-mature,-0.171896,51.545166,"(51.545166, -0.171896)",/content/drive/MyDrive/data/sample_image/543.png
569,6069,Parks,1,Prunus kanzan,Cherry - Double pint,4,2,9,Semi-mature,-0.163235,51.547238,"(51.547238, -0.163235)",/content/drive/MyDrive/data/sample_image/569.png
666,23842,Housing,1,Prunus kanzan,Cherry - Double pint,6,4,18,Semi-mature,-0.149284,51.543912,"(51.543912, -0.149284)",/content/drive/MyDrive/data/sample_image/666.png
898,353,Housing,1,Prunus kanzan,Cherry - Double pint,5,3,8,Young,-0.142133,51.531398,"(51.531398, -0.142133)",/content/drive/MyDrive/data/sample_image/898.png
899,7257,Housing,1,Prunus kanzan,Cherry - Double pint,7,8,46,Mature,-0.151789,51.55294,"(51.55294, -0.151789)",/content/drive/MyDrive/data/sample_image/899.png
2258,265,Housing,1,Prunus kanzan,Cherry - Double pint,4,1,8,Young,-0.160553,51.553087,"(51.553087, -0.160553)",/content/drive/MyDrive/data/sample_image/2406.png
2259,362,Housing,1,Prunus kanzan,Cherry - Double pint,3,2,4,Young,-0.140632,51.557984,"(51.557984, -0.140632)",/content/drive/MyDrive/data/sample_image/2407.png
2260,419,Housing,1,Prunus kanzan,Cherry - Double pint,4,2,6,Young,-0.142041,51.53114,"(51.53114, -0.142041)",/content/drive/MyDrive/data/sample_image/2408.png
2261,589,Housing,1,Prunus kanzan,Cherry - Double pint,8,12,30,Mature,-0.135515,51.549387,"(51.549387, -0.135515)",/content/drive/MyDrive/data/sample_image/2409.png
2262,768,Housing,1,Prunus kanzan,Cherry - Double pint,11,7,33,Semi-mature,-0.177861,51.554933,"(51.554933, -0.177861)",/content/drive/MyDrive/data/sample_image/2410.png
2263,770,Housing,1,Prunus kanzan,Cherry - Double pint,4,1,6,Young,-0.140696,51.544887,"(51.544887, -0.140696)",/content/drive/MyDrive/data/sample_image/2411.png
2264,865,Housing,1,Prunus kanzan,Cherry - Double pint,10,10,48,Mature,-0.156224,51.548159,"(51.548159, -0.156224)",/content/drive/MyDrive/data/sample_image/2412.png
2265,871,Housing,1,Prunus kanzan,Cherry - Double pint,8,7,36,Mature,-0.161992,51.552361,"(51.552361, -0.161992)",/content/drive/MyDrive/data/sample_image/2413.png
2266,900,Housing,1,Prunus kanzan,Cherry - Double pint,6,6,28,Semi-mature,-0.163964,51.551747,"(51.551747, -0.163964)",/content/drive/MyDrive/data/sample_image/2414.png
2267,1074,Housing,1,Prunus kanzan,Cherry - Double pint,8,7,53,Late mature,-0.147084,51.566108,"(51.566108, -0.147084)",/content/drive/MyDrive/data/sample_image/2415.png
2268,1249,Housing,1,Prunus kanzan,Cherry - Double pint,5,4,30,Mature,-0.178063,51.555132,"(51.555132, -0.178063)",/content/drive/MyDrive/data/sample_image/2416.png
2269,1281,Housing,1,Prunus kanzan,Cherry - Double pint,8,7,65,Mature,-0.147022,51.565455,"(51.565455, -0.147022)",/content/drive/MyDrive/data/sample_image/2417.png
2270,1312,Housing,1,Prunus kanzan,Cherry - Double pint,6,8,43,Mature,-0.140446,51.558029,"(51.558029, -0.140446)",/content/drive/MyDrive/data/sample_image/2418.png
2271,1597,Housing,1,Prunus kanzan,Cherry - Double pint,16,8,42,Mature,-0.131393,51.531465,"(51.531465, -0.131393)",/content/drive/MyDrive/data/sample_image/2419.png
2272,1606,Housing,1,Prunus kanzan,Cherry - Double pint,9,11,58,Late mature,-0.142049,51.531207,"(51.531207, -0.142049)",/content/drive/MyDrive/data/sample_image/2420.png
2273,1624,Housing,1,Prunus kanzan,Cherry - Double pint,7,6,29,Mature,-0.143546,51.563182,"(51.563182, -0.143546)",/content/drive/MyDrive/data/sample_image/2421.png
2274,1648,Housing,1,Prunus kanzan,Cherry - Double pint,6,6,24,Semi-mature,-0.19166,51.539132,"(51.539132, -0.19166)",/content/drive/MyDrive/data/sample_image/2422.png
2275,2210,Housing,1,Prunus kanzan,Cherry - Double pint,7,5,37,Mature,-0.130975,51.531882,"(51.531882, -0.130975)",/content/drive/MyDrive/data/sample_image/2423.png
2276,2224,Highways,1,Prunus kanzan,Cherry - Double pint,6,3,22,Semi-mature,-0.192559,51.541036,"(51.541036, -0.192559)",/content/drive/MyDrive/data/sample_image/2424.png
2277,2315,Housing,1,Prunus kanzan,Cherry - Double pint,6,4,15,Semi-mature,-0.145451,51.556297,"(51.556297, -0.145451)",/content/drive/MyDrive/data/sample_image/2425.png
2278,2356,Housing,1,Prunus kanzan,Cherry - Double pint,5,3,12,Young,-0.121454,51.529532,"(51.529532, -0.121454)",/content/drive/MyDrive/data/sample_image/2427.png
2279,2865,Housing,1,Prunus kanzan,Cherry - Double pint,6,1,3,Semi-mature,-0.151862,51.5533,"(51.5533, -0.151862)",/content/drive/MyDrive/data/sample_image/2428.png
2280,3046,Highways,1,Prunus kanzan,Cherry - Double pint,2,1,6,Semi-mature,-0.189244,51.55961,"(51.55961, -0.189244)",/content/drive/MyDrive/data/sample_image/2430.png
2281,3060,Housing,1,Prunus kanzan,Cherry - Double pint,7,5,24,Mature,-0.120465,51.528828,"(51.528828, -0.120465)",/content/drive/MyDrive/data/sample_image/2431.png
2282,3108,Housing,1,Prunus kanzan,Cherry - Double pint,5,4,14,Semi-mature,-0.151655,51.546003,"(51.546003, -0.151655)",/content/drive/MyDrive/data/sample_image/2432.png
2283,3188,Housing,1,Prunus kanzan,Cherry - Double pint,3,3,8,Semi-mature,-0.141717,51.530983,"(51.530983, -0.141717)",/content/drive/MyDrive/data/sample_image/2433.png
2284,3297,Housing,1,Prunus kanzan,Cherry - Double pint,5,2,8,Young,-0.131219,51.52811,"(51.52811, -0.131219)",/content/drive/MyDrive/data/sample_image/2434.png
2285,3509,Housing,1,Prunus kanzan,Cherry - Double pint,3,2,5,Young,-0.159373,51.551456,"(51.551456, -0.159373)",/content/drive/MyDrive/data/sample_image/2435.png
2286,3563,Highways,1,Prunus kanzan,Cherry - Double pint,6,6,29,Semi-mature,-0.171929,51.545037,"(51.545037, -0.171929)",/content/drive/MyDrive/data/sample_image/2436.png
2287,3708,Housing,1,Prunus kanzan,Cherry - Double pint,6,5,70,Late mature,-0.15968,51.552574,"(51.552574, -0.15968)",/content/drive/MyDrive/data/sample_image/2437.png
2288,3785,Parks,1,Prunus kanzan,Cherry - Double pint,5,6,21,Semi-mature,-0.158993,51.540269,"(51.540269, -0.158993)",/content/drive/MyDrive/data/sample_image/2438.png
2289,4094,Housing,1,Prunus kanzan,Cherry - Double pint,6,8,34,Mature,-0.17592,51.539969,"(51.539969, -0.17592)",/content/drive/MyDrive/data/sample_image/2439.png
2290,4288,Housing,1,Prunus kanzan,Cherry - Double pint,8,10,46,Mature,-0.142192,51.531186,"(51.531186, -0.142192)",/content/drive/MyDrive/data/sample_image/2440.png
2291,4395,Parks,1,Prunus kanzan,Cherry - Double pint,6,6,33,Mature,-0.197394,51.542769,"(51.542769, -0.197394)",/content/drive/MyDrive/data/sample_image/2441.png
2292,4455,Highways,1,Prunus kanzan,Cherry - Double pint,6,4,24,Mature,-0.195041,51.540204,"(51.540204, -0.195041)",/content/drive/MyDrive/data/sample_image/2442.png
2293,4492,Parks,1,Prunus kanzan,Cherry - Double pint,3,2,4,Young,-0.199322,51.548491,"(51.548491, -0.199322)",/content/drive/MyDrive/data/sample_image/2443.png
2294,4761,Housing,1,Prunus kanzan,Cherry - Double pint,5,10,39,Mature,-0.149541,51.560987,"(51.560987, -0.149541)",/content/drive/MyDrive/data/sample_image/2444.png
2295,4801,Housing,1,Prunus kanzan,Cherry - Double pint,3,4,10,Semi-mature,-0.141725,51.531003,"(51.531003, -0.141725)",/content/drive/MyDrive/data/sample_image/2445.png
2296,4819,Housing,1,Prunus kanzan,Cherry - Double pint,6,4,20,Semi-mature,-0.149258,51.543745,"(51.543745, -0.149258)",/content/drive/MyDrive/data/sample_image/2446.png
2297,5073,Highways,1,Prunus kanzan,Cherry - Double pint,7,7,30,Semi-mature,-0.14623,51.547794,"(51.547794, -0.14623)",/content/drive/MyDrive/data/sample_image/2447.png
2298,5074,Housing,1,Prunus kanzan,Cherry - Double pint,5,3,10,Semi-mature,-0.153975,51.543565,"(51.543565, -0.153975)",/content/drive/MyDrive/data/sample_image/2448.png
2299,5121,Housing,1,Prunus kanzan,Cherry - Double pint,5,2,7,Young,-0.17718,51.54069,"(51.54069, -0.17718)",/content/drive/MyDrive/data/sample_image/2449.png
2300,5292,Housing,1,Prunus kanzan,Cherry - Double pint,14,7,32,Semi-mature,-0.141523,51.530887,"(51.530887, -0.141523)",/content/drive/MyDrive/data/sample_image/2450.png
2301,5316,Housing,1,Prunus kanzan,Cherry - Double pint,5,4,16,Semi-mature,-0.141044,51.530189,"(51.530189, -0.141044)",/content/drive/MyDrive/data/sample_image/2451.png
2302,5464,Housing,1,Prunus kanzan,Cherry - Double pint,5,4,10,Young,-0.140298,51.530012,"(51.530012, -0.140298)",/content/drive/MyDrive/data/sample_image/2452.png
2303,5487,Housing,1,Prunus kanzan,Cherry - Double pint,10,6,33,Mature,-0.192028,51.539047,"(51.539047, -0.192028)",/content/drive/MyDrive/data/sample_image/2453.png
2304,5844,Housing,1,Prunus kanzan,Cherry - Double pint,6,6,21,Semi-mature,-0.163923,51.55176,"(51.55176, -0.163923)",/content/drive/MyDrive/data/sample_image/2454.png
2305,6112,Housing,1,Prunus kanzan,Cherry - Double pint,7,6,24,Semi-mature,-0.141905,51.535477,"(51.535477, -0.141905)",/content/drive/MyDrive/data/sample_image/2455.png
2306,6151,Housing,1,Prunus kanzan,Cherry - Double pint,8,6,18,Semi-mature,-0.131579,51.533172,"(51.533172, -0.131579)",/content/drive/MyDrive/data/sample_image/2456.png
2307,7099,Housing,1,Prunus kanzan,Cherry - Double pint,5,6,18,Semi-mature,-0.138059,51.535996,"(51.535996, -0.138059)",/content/drive/MyDrive/data/sample_image/2457.png
2308,7162,Housing,1,Prunus kanzan,Cherry - Double pint,7,5,20,Mature,-0.149309,51.544046,"(51.544046, -0.149309)",/content/drive/MyDrive/data/sample_image/2459.png
2309,7312,Housing,1,Prunus kanzan,Cherry - Double pint,5,4,22,Mature,-0.135462,51.532973,"(51.532973, -0.135462)",/content/drive/MyDrive/data/sample_image/2460.png
2310,7368,Housing,1,Prunus kanzan,Cherry - Double pint,7,7,45,Mature,-0.140162,51.558569,"(51.558569, -0.140162)",/content/drive/MyDrive/data/sample_image/2462.png
2311,7444,Highways,1,Prunus kanzan,Cherry - Double pint,7,5,24,Semi-mature,-0.195306,51.541205,"(51.541205, -0.195306)",/content/drive/MyDrive/data/sample_image/2463.png
2312,7585,Parks,1,Prunus kanzan,Cherry - Double pint,3,4,12,Semi-mature,-0.158467,51.540353,"(51.540353, -0.158467)",/content/drive/MyDrive/data/sample_image/2465.png
